team,team_gender,country_long,discipline,events,athletes
Brazil,W,Brazil,Football,Women,JHENIFFER
Brazil,W,Brazil,Football,Women,TAINA
Brazil,W,Brazil,Football,Women,YASMIM
Brazil,W,Brazil,Football,Women,LUDMILA
Brazil,W,Brazil,Football,Women,THAIS
Brazil,W,Brazil,Football,Women,GABI NUNES
Brazil,W,Brazil,Football,Women,ANA VITORIA
Brazil,W,Brazil,Football,Women,GABI PORTILHO
Brazil,W,Brazil,Football,Women,PRISCILA
Brazil,W,Brazil,Football,Women,ANGELINA
Brazil,W,Brazil,Football,Women,LAUREN
Brazil,W,Brazil,Football,Women,LUCIANA
Canada,W,Canada,Football,Women,CARLE Gabrielle
Canada,W,Canada,Football,Women,BUCHANAN Kadeisha
Canada,W,Canada,Football,Women,VIENS Evelyne
Canada,W,Canada,Football,Women,QUINN
Canada,W,Canada,Football,Women,LACASSE Cloe
Canada,W,Canada,Football,Women,GROSSO Julia
Canada,W,Canada,Football,Women,RIVIERE Jayde
Canada,W,Canada,Football,Women,HUITEMA Jordyn
Canada,W,Canada,Football,Women,LAWRENCE Ashley
Canada,W,Canada,Football,Women,LEON Adriana
Canada,W,Canada,Football,Women,ROSE Jade
Canada,W,Canada,Football,Women,AWUJO Simi
Canada,W,Canada,Football,Women,GILLES Vanessa
Canada,W,Canada,Football,Women,PRINCE Nichelle
Canada,W,Canada,Football,Women,BECKIE Janine
Canada,W,Canada,Football,Women,FLEMING Jessie
Colombia,W,Colombia,Football,Women,PEREZ Catalina
Colombia,W,Colombia,Football,Women,VANEGAS Manuela
Colombia,W,Colombia,Football,Women,ARIAS Daniela
Colombia,W,Colombia,Football,Women,CARACAS Daniela
Colombia,W,Colombia,Football,Women,QUEJADA MINOTA Yirleidys
Colombia,W,Colombia,Football,Women,MONTOYA Daniela
Colombia,W,Colombia,Football,Women,PAVI Manuela
Colombia,W,Colombia,Football,Women,RESTREPO Marcela
Colombia,W,Colombia,Football,Women,RAMIREZ Mayra
Colombia,W,Colombia,Football,Women,SANTOS Leicy
Colombia,W,Colombia,Football,Women,USME Catalina
Colombia,W,Colombia,Football,Women,TAPIA Katherine
Colombia,W,Colombia,Football,Women,IZQUIERDO Ilana
Colombia,W,Colombia,Football,Women,BARON Angela
Colombia,W,Colombia,Football,Women,SALAZAR Liana
Colombia,W,Colombia,Football,Women,CARABALI Jorelyn
Colombia,W,Colombia,Football,Women,ARIAS Carolina
Colombia,W,Colombia,Football,Women,CAICEDO Linda
Colombia,W,Colombia,Football,Women,SEPULVEDA Sandra
Spain,W,Spain,Football,Women,RODRIGUEZ Misa
Spain,W,Spain,Football,Women,BATLLE Ona
Spain,W,Spain,Football,Women,ABELLEIRA Teresa
Spain,W,Spain,Football,Women,PAREDES Irene
Spain,W,Spain,Football,Women,HERNANDEZ Oihane
Spain,W,Spain,Football,Women,BONMATI Aitana
Spain,W,Spain,Football,Women,del CASTILLO Athenea
Spain,W,Spain,Football,Women,CALDENTEY Mariona
Spain,W,Spain,Football,Women,PARALLUELO Salma
Spain,W,Spain,Football,Women,HERMOSO Jennifer
Spain,W,Spain,Football,Women,PUTELLAS Alexia
Spain,W,Spain,Football,Women,GUIJARRO Patri
Spain,W,Spain,Football,Women,COLL Cata
Spain,W,Spain,Football,Women,ALEIXANDRI Laia
Spain,W,Spain,Football,Women,NAVARRO Eva
Spain,W,Spain,Football,Women,CODINA Laia
Spain,W,Spain,Football,Women,GARCIA Lucia
Spain,W,Spain,Football,Women,CARMONA Olga
Spain,W,Spain,Football,Women,LOPEZ Vicky
Spain,W,Spain,Football,Women,MENDEZ Maria
Spain,W,Spain,Football,Women,REDONDO Alba
Spain,W,Spain,Football,Women,LETE Elene
France,W,France,Football,Women,PICAUD Constance
France,W,France,Football,Women,LAKRAR Maelle
France,W,France,Football,Women,RENARD Wendie
France,W,France,Football,Women,CASCARINO Estelle
France,W,France,Football,Women,de ALMEIDA Elisa
France,W,France,Football,Women,HENRY Amandine
France,W,France,Football,Women,KARCHAOUI Sakina
France,W,France,Football,Women,GEYORO Grace
France,W,France,Football,Women,le SOMMER Eugenie
France,W,France,Football,Women,CASCARINO Delphine
France,W,France,Football,Women,DIANI Kadidiatou
France,W,France,Football,Women,KATOTO Marie-Antoinette
France,W,France,Football,Women,BACHA Selma
France,W,France,Football,Women,TOLETTI Sandie
France,W,France,Football,Women,DALI Kenza
France,W,France,Football,Women,PEYRAUD-MAGNIN Pauline
France,W,France,Football,Women,BALTIMORE Sandy
France,W,France,Football,Women,MBOCK BATHY Griedge
France,W,France,Football,Women,BECHO Vicki
France,W,France,Football,Women,PERISSET Eve
Germany,W,Germany,Football,Women,FROHMS Merle
Germany,W,Germany,Football,Women,LINDER Sarai
Germany,W,Germany,Football,Women,HENDRICH Kathrin
Germany,W,Germany,Football,Women,SCHULZE SOLANO Bibiane
Germany,W,Germany,Football,Women,HEGERING Marina
Germany,W,Germany,Football,Women,MINGE Janina
Germany,W,Germany,Football,Women,SCHUELLER Lea
Germany,W,Germany,Football,Women,LOHMANN Sydney
Germany,W,Germany,Football,Women,NUESKEN Sjoeke
Germany,W,Germany,Football,Women,FREIGANG Laura
Germany,W,Germany,Football,Women,POPP Alexandra
Germany,W,Germany,Football,Women,BERGER Ann-Katrin
Germany,W,Germany,Football,Women,DOORSOUN Sara
Germany,W,Germany,Football,Women,SENSS Elisa
Germany,W,Germany,Football,Women,GWINN Giulia
Germany,W,Germany,Football,Women,BRAND Jule
Germany,W,Germany,Football,Women,BUEHL Klara
Germany,W,Germany,Football,Women,ENDEMANN Vivien
Germany,W,Germany,Football,Women,RAUCH Felicitas
Germany,W,Germany,Football,Women,ANYOMI Nicole
Japan,W,Japan,Football,Women,YAMASHITA Ayaka
Japan,W,Japan,Football,Women,SHIMIZU Risa
Japan,W,Japan,Football,Women,MINAMI Moeka
Japan,W,Japan,Football,Women,KUMAGAI Saki
Japan,W,Japan,Football,Women,TAKAHASHI Hana
Japan,W,Japan,Football,Women,KOGA Toko
Japan,W,Japan,Football,Women,MIYAZAWA Hinata
Japan,W,Japan,Football,Women,SEIKE Kiko
Japan,W,Japan,Football,Women,UEKI Riko
Japan,W,Japan,Football,Women,NAGANO Fuka
Japan,W,Japan,Football,Women,TANAKA Mina
Japan,W,Japan,Football,Women,TANIKAWA Momoko
Japan,W,Japan,Football,Women,KITAGAWA Hikaru
Japan,W,Japan,Football,Women,HASEGAWA Yui
Japan,W,Japan,Football,Women,FUJINO Aoba
Japan,W,Japan,Football,Women,HAYASHI Honoka
Japan,W,Japan,Football,Women,HAMANO Maika
Japan,W,Japan,Football,Women,HIRAO Chika
Japan,W,Japan,Football,Women,CHIBA Remina
Japan,W,Japan,Football,Women,MORIYA Miyabi
Japan,W,Japan,Football,Women,ISHIKAWA Rion
Japan,W,Japan,Football,Women,OHBA Shu
Nigeria,W,Nigeria,Football,Women,OLUEHI Tochukwu
Nigeria,W,Nigeria,Football,Women,ALOZIE Michelle
Nigeria,W,Nigeria,Football,Women,OHALE Osinachi
Nigeria,W,Nigeria,Football,Women,PAYNE Nicole
Nigeria,W,Nigeria,Football,Women,OKEKE Chidinma
Nigeria,W,Nigeria,Football,Women,OKORONKWO Esther
Nigeria,W,Nigeria,Football,Women,PAYNE Toni
Nigeria,W,Nigeria,Football,Women,OSHOALA Asisat
Nigeria,W,Nigeria,Football,Women,MACLEANS Chinonyerem
Nigeria,W,Nigeria,Football,Women,UCHEIBE Christy
Nigeria,W,Nigeria,Football,Women,ECHEGINI Jennifer
Nigeria,W,Nigeria,Football,Women,KANU Uchenna
Nigeria,W,Nigeria,Football,Women,ABIODUN Deborah
Nigeria,W,Nigeria,Football,Women,DEMEHIN Blessing
Nigeria,W,Nigeria,Football,Women,AJIBADE Rasheedat
Nigeria,W,Nigeria,Football,Women,NNADOZIE Chiamaka
Nigeria,W,Nigeria,Football,Women,IHEZUO Chinwendu
Nigeria,W,Nigeria,Football,Women,ONUMONU Ifeoma
New Zealand,W,New Zealand,Football,Women,LEAT Anna
New Zealand,W,New Zealand,Football,Women,TAYLOR Kate
New Zealand,W,New Zealand,Football,Women,BARRY Mackenzie
New Zealand,W,New Zealand,Football,Women,BOTT C.J.
New Zealand,W,New Zealand,Football,Women,MOORE Meikayla
New Zealand,W,New Zealand,Football,Women,STEINMETZ Malia
New Zealand,W,New Zealand,Football,Women,FOSTER Michaela
New Zealand,W,New Zealand,Football,Women,FRASER Macey
New Zealand,W,New Zealand,Football,Women,RENNIE Gabi
New Zealand,W,New Zealand,Football,Women,RILEY Indiah-Paige
New Zealand,W,New Zealand,Football,Women,KITCHING Katie
New Zealand,W,New Zealand,Football,Women,ESSON Victoria
New Zealand,W,New Zealand,Football,Women,STOTT Rebekah
New Zealand,W,New Zealand,Football,Women,BOWEN Katie
New Zealand,W,New Zealand,Football,Women,GREEN Ally
New Zealand,W,New Zealand,Football,Women,HAND Jacqui
New Zealand,W,New Zealand,Football,Women,CLEGG Milly
New Zealand,W,New Zealand,Football,Women,JALE Grace
New Zealand,W,New Zealand,Football,Women,LONGO Annalie
United States of America,W,United States of America,Football,Women,NAEHER Alyssa
United States of America,W,United States of America,Football,Women,FOX Emily
United States of America,W,United States of America,Football,Women,ALBERT Korbin
United States of America,W,United States of America,Football,Women,GIRMA Naomi
United States of America,W,United States of America,Football,Women,RODMAN Trinity
United States of America,W,United States of America,Football,Women,KRUEGER Casey
United States of America,W,United States of America,Football,Women,DUNN Crystal
United States of America,W,United States of America,Football,Women,WILLIAMS Lynn
United States of America,W,United States of America,Football,Women,SWANSON Mallory
United States of America,W,United States of America,Football,Women,HORAN Lindsey
United States of America,W,United States of America,Football,Women,SMITH Sophia
United States of America,W,United States of America,Football,Women,DAVIDSON Tierna
United States of America,W,United States of America,Football,Women,NIGHSWONGER Jenna
United States of America,W,United States of America,Football,Women,SONNETT Emily
United States of America,W,United States of America,Football,Women,SHAW Jaedyn
United States of America,W,United States of America,Football,Women,LAVELLE Rose
United States of America,W,United States of America,Football,Women,COFFEY Samantha
United States of America,W,United States of America,Football,Women,MURPHY Casey
United States of America,W,United States of America,Football,Women,BETHUNE Croix
United States of America,W,United States of America,Football,Women,SAMS Emily
Zambia,W,Zambia,Football,Women,MUSONDA Catherine
Zambia,W,Zambia,Football,Women,BANDA Diana
Zambia,W,Zambia,Football,Women,MWEEMBA Lushomo
Zambia,W,Zambia,Football,Women,SIAMFUKO Esther
Zambia,W,Zambia,Football,Women,ZULU Pauline
Zambia,W,Zambia,Football,Women,CHILESHE Rhoda
Zambia,W,Zambia,Football,Women,ZULU Misozi
Zambia,W,Zambia,Football,Women,LUBANDJI Ochumba
Zambia,W,Zambia,Football,Women,MUPOPO Kabange
Zambia,W,Zambia,Football,Women,CHANDA Grace
Zambia,W,Zambia,Football,Women,BANDA Barbra
Zambia,W,Zambia,Football,Women,CHITUNDU Avell
Zambia,W,Zambia,Football,Women,TEMBO Martha
Zambia,W,Zambia,Football,Women,CHILUFYA Prisca
Zambia,W,Zambia,Football,Women,CHANDA Hellen
Zambia,W,Zambia,Football,Women,MUCHINGA Esther
Zambia,W,Zambia,Football,Women,KUNDANANJI Racheal
Zambia,W,Zambia,Football,Women,MUSOLE Ngambo
Zambia,W,Zambia,Football,Women,NACHULA Racheal
Zambia,W,Zambia,Football,Women,WILOMBE Mary
Czechia,M,Czechia,Fencing,Men's Épée Team,BERAN Jiri
Czechia,M,Czechia,Fencing,Men's Épée Team,JURKA Jakub
Czechia,M,Czechia,Fencing,Men's Épée Team,RUBES Martin
Czechia,M,Czechia,Fencing,Men's Épée Team,CUPR Michal
Egypt,M,Egypt,Fencing,Men's Épée Team,ELSAYED Mohamed
Egypt,M,Egypt,Fencing,Men's Épée Team,YASSEEN Mohamed
Egypt,M,Egypt,Fencing,Men's Épée Team,MOHSEN Mahmoud
Egypt,M,Egypt,Fencing,Men's Épée Team,ELSAYED Mahmoud
France,M,France,Fencing,Men's Épée Team,CANNONE Romain
France,M,France,Fencing,Men's Épée Team,BOREL Yannick
France,M,France,Fencing,Men's Épée Team,MIDELTON Luidgi
France,M,France,Fencing,Men's Épée Team,ALLEGRE Paul
Hungary,M,Hungary,Fencing,Men's Épée Team,SIKLOSI Gergely
Hungary,M,Hungary,Fencing,Men's Épée Team,KOCH Mate Tamas
Hungary,M,Hungary,Fencing,Men's Épée Team,ANDRASFI Tibor
Hungary,M,Hungary,Fencing,Men's Épée Team,NAGY David
Italy,M,Italy,Fencing,Men's Épée Team,di VEROLI Davide
Italy,M,Italy,Fencing,Men's Épée Team,SANTARELLI Andrea
Italy,M,Italy,Fencing,Men's Épée Team,VISMARA Federico
Italy,M,Italy,Fencing,Men's Épée Team,CIMINI Gabriele
Japan,M,Japan,Fencing,Men's Épée Team,KANO Koki
Japan,M,Japan,Fencing,Men's Épée Team,MINOBE Kazuyasu
Japan,M,Japan,Fencing,Men's Épée Team,YAMADA Masaru
Japan,M,Japan,Fencing,Men's Épée Team,KOMATA Akira
Kazakhstan,M,Kazakhstan,Fencing,Men's Épée Team,KURBANOV Ruslan
Kazakhstan,M,Kazakhstan,Fencing,Men's Épée Team,ALIMZHANOV Elmir
Kazakhstan,M,Kazakhstan,Fencing,Men's Épée Team,SHARLAIMOV Vadim
Kazakhstan,M,Kazakhstan,Fencing,Men's Épée Team,SERTAY Yerlik
Venezuela,M,Venezuela,Fencing,Men's Épée Team,LIMARDO GASCON Ruben
Venezuela,M,Venezuela,Fencing,Men's Épée Team,LUGO Grabiel
Venezuela,M,Venezuela,Fencing,Men's Épée Team,LIMARDO Francisco
Venezuela,M,Venezuela,Fencing,Men's Épée Team,LIMARDO Jesus
Canada,M,Canada,Fencing,Men's Foil Team,van HAASTER Maximilien
Canada,M,Canada,Fencing,Men's Foil Team,HAMILTON Bogdan
Canada,M,Canada,Fencing,Men's Foil Team,GU Daniel
Canada,M,Canada,Fencing,Men's Foil Team,BROSZUS Blake
People's Republic of China,M,People's Republic of China,Fencing,Men's Foil Team,CHEN Haiwei
People's Republic of China,M,People's Republic of China,Fencing,Men's Foil Team,MO Ziwei
People's Republic of China,M,People's Republic of China,Fencing,Men's Foil Team,WU Bin
People's Republic of China,M,People's Republic of China,Fencing,Men's Foil Team,XU Jie
Egypt,M,Egypt,Fencing,Men's Foil Team,HAMZA Mohamed
Egypt,M,Egypt,Fencing,Men's Foil Team,TOLBA Abdelrahman Hussein
Egypt,M,Egypt,Fencing,Men's Foil Team,ABOUELKASSEM Alaaeldin
Egypt,M,Egypt,Fencing,Men's Foil Team,ESSAM Mohamed
France,M,France,Fencing,Men's Foil Team,LEFORT Enzo
France,M,France,Fencing,Men's Foil Team,PAUTY Maxime
France,M,France,Fencing,Men's Foil Team,MERTINE Julien
France,M,France,Fencing,Men's Foil Team,CHASTANET Maximilien
Italy,M,Italy,Fencing,Men's Foil Team,BIANCHI Guillaume
Italy,M,Italy,Fencing,Men's Foil Team,MACCHI Filippo
Italy,M,Italy,Fencing,Men's Foil Team,MARINI Tommaso
Italy,M,Italy,Fencing,Men's Foil Team,FOCONI Alessio
Japan,M,Japan,Fencing,Men's Foil Team,MATSUYAMA Kyosuke
Japan,M,Japan,Fencing,Men's Foil Team,IIMURA Kazuki
Japan,M,Japan,Fencing,Men's Foil Team,SHIKINE Takahiro
Japan,M,Japan,Fencing,Men's Foil Team,NAGANO Yudai
Poland,M,Poland,Fencing,Men's Foil Team,WOJTKOWIAK Adrian
Poland,M,Poland,Fencing,Men's Foil Team,JURKIEWICZ Jan
Poland,M,Poland,Fencing,Men's Foil Team,SIESS Michal
Poland,M,Poland,Fencing,Men's Foil Team,RZADKOWSKI Andrzej
United States of America,M,United States of America,Fencing,Men's Foil Team,MASSIALAS Alexander
United States of America,M,United States of America,Fencing,Men's Foil Team,MEINHARDT Gerek
United States of America,M,United States of America,Fencing,Men's Foil Team,ITKIN Nick
United States of America,M,United States of America,Fencing,Men's Foil Team,CHAMLEY-WATSON Miles
Canada,M,Canada,Fencing,Men's Sabre Team,ARFA Fares
Canada,M,Canada,Fencing,Men's Sabre Team,DESROSIERS Olivier
Canada,M,Canada,Fencing,Men's Sabre Team,GORDON Shaul
Canada,M,Canada,Fencing,Men's Sabre Team,CAUCHON Francois
Egypt,M,Egypt,Fencing,Men's Sabre Team,ELSISSY Ziad
Egypt,M,Egypt,Fencing,Men's Sabre Team,MOATAZ Adham
Egypt,M,Egypt,Fencing,Men's Sabre Team,AMER Mohamed
Egypt,M,Egypt,Fencing,Men's Sabre Team,KHODIR Yassin
France,M,France,Fencing,Men's Sabre Team,APITHY Bolade
France,M,France,Fencing,Men's Sabre Team,PIANFETTI Maxime
France,M,France,Fencing,Men's Sabre Team,PATRICE Sebastien
France,M,France,Fencing,Men's Sabre Team,PATRICE Jean-Philippe
Hungary,M,Hungary,Fencing,Men's Sabre Team,GEMESI Csanad
Hungary,M,Hungary,Fencing,Men's Sabre Team,SZILAGYI Aron
Hungary,M,Hungary,Fencing,Men's Sabre Team,SZATMARI Andras
Hungary,M,Hungary,Fencing,Men's Sabre Team,RABB Krisztian
Islamic Republic of Iran,M,Islamic Republic of Iran,Fencing,Men's Sabre Team,FOTOUHI Mohammad
Islamic Republic of Iran,M,Islamic Republic of Iran,Fencing,Men's Sabre Team,PAKDAMAN Ali
Islamic Republic of Iran,M,Islamic Republic of Iran,Fencing,Men's Sabre Team,RAHBARI Mohammad
Islamic Republic of Iran,M,Islamic Republic of Iran,Fencing,Men's Sabre Team,BAHER ARASBARAN Farzad
Italy,M,Italy,Fencing,Men's Sabre Team,CURATOLI Luca
Italy,M,Italy,Fencing,Men's Sabre Team,GALLO Michele
Italy,M,Italy,Fencing,Men's Sabre Team,SAMELE Luigi
Italy,M,Italy,Fencing,Men's Sabre Team,TORRE Pietro
Republic of Korea,M,Republic of Korea,Fencing,Men's Sabre Team,GU Bongil
Republic of Korea,M,Republic of Korea,Fencing,Men's Sabre Team,OH Sanguk
Republic of Korea,M,Republic of Korea,Fencing,Men's Sabre Team,PARK Sangwon
Republic of Korea,M,Republic of Korea,Fencing,Men's Sabre Team,DO Gyeongdong
United States of America,M,United States of America,Fencing,Men's Sabre Team,DERSHWITZ Eli
United States of America,M,United States of America,Fencing,Men's Sabre Team,HEATHCOCK Colin
United States of America,M,United States of America,Fencing,Men's Sabre Team,SARON Mitchell
United States of America,M,United States of America,Fencing,Men's Sabre Team,DOLEGIEWICZ Filip
People's Republic of China,W,People's Republic of China,Fencing,Women's Épée Team,SUN Yiwen
People's Republic of China,W,People's Republic of China,Fencing,Women's Épée Team,TANG Junyao
People's Republic of China,W,People's Republic of China,Fencing,Women's Épée Team,XU Nuo
People's Republic of China,W,People's Republic of China,Fencing,Women's Épée Team,YU Sihan
Egypt,W,Egypt,Fencing,Women's Épée Team,EHAB Nardin
Egypt,W,Egypt,Fencing,Women's Épée Team,HUSSEIN Aya
Egypt,W,Egypt,Fencing,Women's Épée Team,GABER Shirwit
Egypt,W,Egypt,Fencing,Women's Épée Team,SOLIMAN Loulwa
France,W,France,Fencing,Women's Épée Team,VITALIS Coraline
France,W,France,Fencing,Women's Épée Team,MALLO-BRETON Auriane
France,W,France,Fencing,Women's Épée Team,CANDASSAMY Marie-Florence
France,W,France,Fencing,Women's Épée Team,LOUIS-MARIE Alexandra
Italy,W,Italy,Fencing,Women's Épée Team,FIAMINGO Rossella
Italy,W,Italy,Fencing,Women's Épée Team,RIZZI Giulia
Italy,W,Italy,Fencing,Women's Épée Team,SANTUCCIO Alberta
Italy,W,Italy,Fencing,Women's Épée Team,NAVARRIA Mara
Republic of Korea,W,Republic of Korea,Fencing,Women's Épée Team,KANG Young Mi
Republic of Korea,W,Republic of Korea,Fencing,Women's Épée Team,LEE Hyein
Republic of Korea,W,Republic of Korea,Fencing,Women's Épée Team,SONG Sera
Republic of Korea,W,Republic of Korea,Fencing,Women's Épée Team,CHOI Injeong
Poland,W,Poland,Fencing,Women's Épée Team,KNAPIK-MIAZGA Renata
Poland,W,Poland,Fencing,Women's Épée Team,SWATOWSKA-WENGLARCZYK Martyna
Poland,W,Poland,Fencing,Women's Épée Team,KLASIK Alicja
Poland,W,Poland,Fencing,Women's Épée Team,JARECKA Aleksandra
Ukraine,W,Ukraine,Fencing,Women's Épée Team,BEZHURA Dzhoan Feybi
Ukraine,W,Ukraine,Fencing,Women's Épée Team,KRYVYTSKA Olena
Ukraine,W,Ukraine,Fencing,Women's Épée Team,KHARKOVA Vlada
Ukraine,W,Ukraine,Fencing,Women's Épée Team,VARFOLOMYEYEVA Darja
United States of America,W,United States of America,Fencing,Women's Épée Team,CEBULA Anne
